patch_start,patch_end,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,1,0,1.309,0.1,1.735,4.325,2.298,0.001,0.05,0.096,0.096
0,1,500,3.161,2.315,2.312,2.31,2.31,0,0,0,0
0,2,0,1.904,0.087,1.522,2.327,2.478,0.001,0.05,0.1,0.106
0,2,500,1.299,2.343,2.35,2.35,2.35,0,0,0,0
0,3,0,1.429,0.087,1.455,2.806,2.335,0.001,0.05,0.09,0.09
0,3,500,1.348,2.355,2.341,2.341,3.722,0,0,0,0
1,3,0,2.626,0.085,2.031,2.378,2.334,0.001,0.05,0.096,0.096
1,3,500,3.122,4.031,3.605,3.316,3.043,0,0,0,0
0,4,0,2.024,0.142,2.253,3.426,2.491,0.001,0.05,0.096,0.096
0,4,500,1.353,2.353,2.352,4.266,4.079,0,0,0,0
2,4,0,4.241,0.094,3.286,3.15,2.968,0.001,0.05,0.076,0.076
2,4,500,3.086,2.615,2.47,2.376,4.383,0,0,0,0
0,5,0,1.318,0.091,1.533,2.363,2.355,0.001,0.05,0.092,0.092
0,5,500,1.324,2.368,2.813,4.388,4.091,0,0,0,0
2,5,0,3.856,0.077,3.278,3.184,3.869,0.001,0.05,0.1,0.104
2,5,500,2.932,2.609,2.493,2.396,2.995,0,0,0,0
0,6,0,3.277,0.182,3.051,4.717,4.3,0.001,0.05,0.096,0.096
0,6,500,2.18,3.69,3.407,3.21,2.976,0,0,0,0
3,6,0,4.336,0.08,1.962,3.104,2.935,0.001,0.05,0.082,0.082
3,6,500,2.628,2.699,2.389,2.327,2.347,0,0,0,0
0,7,0,1.316,0.085,1.545,2.376,2.366,0.001,0.05,0.094,0.094
0,7,500,1.314,2.374,2.372,2.371,2.381,0,0,0,0
3,7,0,2.633,0.066,1.379,2.267,4.568,0.001,0.05,0.1,0.103
3,7,500,2.63,2.352,2.446,2.673,2.351,0,0,0,0
0,8,0,1.316,0.082,1.602,2.383,2.407,0.001,0.05,0.092,0.092
0,8,500,1.757,2.378,2.376,2.377,2.382,0,0,0,0
4,8,0,2.633,0.057,1.579,2.41,3.608,0.001,0.05,0.092,0.092
4,8,500,4.957,3.776,3.397,3.172,4.334,0,0,0,0
0,9,0,2.356,0.158,3.638,3.392,4.448,0.001,0.05,0.092,0.092
0,9,500,1.59,3.057,2.846,3.71,5.562,0,0,0,0
4,9,0,5.394,0.099,1.856,3.376,3.669,0.001,0.05,0.1,0.123
4,9,500,3.925,5.354,4.127,3.648,3.355,0,0,0,0
