patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,2.402,0.008,0.019,0.033,0.032,0.001,0.05,0.1,0.233
0,500,0.006,0.049,0.032,0.026,0.022,0,0,0,0
1,0,107.722,621.221,204.056,161.303,152.138,0.001,0.05,0.1,0.231
1,500,18.48,40.34,40.236,40.224,40.221,0,0,0,0
2,0,30.329,23.059,23.49,24.03,42.051,0.001,0.05,0.1,0.231
2,500,32.18,43.858,38.901,42.049,38.906,0,0,0,0
3,0,19.533,23.095,254.92,24.17,39.965,0.001,0.05,0.1,0.231
3,500,15.691,36.829,36.907,36.912,36.885,0,0,0,0
4,0,28.983,27.737,65.166,28.818,42.117,0.001,0.05,0.1,0.231
4,500,17.623,39.085,39.069,39.06,39.048,0,0,0,0
5,0,23.318,26.708,24.254,24.798,36.156,0.001,0.05,0.1,0.232
5,500,11.338,32.789,32.783,32.764,32.763,0,0,0,0
6,0,21.276,25.958,24.644,25.191,33.702,0.001,0.05,0.1,0.231
6,500,14.39,30.497,30.516,30.545,30.571,0,0,0,0
7,0,18.458,26.139,24.537,24.802,31.418,0.001,0.05,0.1,0.231
7,500,7.725,28.18,28.16,28.499,28.181,0,0,0,0
8,0,9.795,23.952,24.547,25.001,29.446,0.001,0.05,0.1,0.244
8,500,6.704,26.312,26.321,26.291,26.348,0,0,0,0
9,0,7.525,28.08,25.115,25.772,27.459,0.001,0.05,0.1,0.231
9,500,6.051,24.269,24.237,24.257,24.244,0,0,0,0
