offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0.11326190476190476,0.01764285714285714,0.21283333333333335,0.1824285714285714,0.18223809523809525,0.001,0.007190476190476191,0.007190476190476191,0.007190476190476191
