offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0.15130000000000002,0.02564,25.290740000000003,146.72084,1232.82472,0.001,0.05,0.0988,0.39692
