patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,0.001,0.001,0.007,0.005,0.007,0.001,0.037,0.037,0.037
0,500,0.001,0.009,0.009,0.008,0.008,0,0,0,0
1,0,0.319,0.113,0.915,1.243,1.241,0.001,0.03,0.03,0.03
1,500,0.235,0.241,0.238,0.239,0.238,0,0,0,0
2,0,0.055,0.079,0.822,1.165,1.165,0.001,0.033,0.033,0.033
2,500,0.052,0.211,0.209,0.208,0.21,0,0,0,0
3,0,0.071,0.072,0.788,1.034,1.036,0.001,0.033,0.033,0.033
3,500,0.05,0.212,0.209,0.209,0.209,0,0,0,0
4,0,0.056,0.081,0.796,1.14,1.138,0.001,0.033,0.033,0.033
4,500,0.054,0.21,0.211,0.209,0.209,0,0,0,0
5,0,0.077,0.068,0.754,1.125,1.123,0.001,0.031,0.031,0.031
5,500,0.045,0.211,0.258,0.211,0.209,0,0,0,0
6,0,0.054,0.082,0.722,1.102,1.099,0.001,0.033,0.033,0.033
6,500,0.056,0.211,0.21,0.211,0.21,0,0,0,0
7,0,0.057,0.091,0.409,0.41,0.409,0.001,0.006,0.006,0.006
7,500,0.054,0.211,0.21,0.21,0.212,0,0,0,0
8,0,0.057,0.091,0.408,0.405,0.4,0.001,0.007,0.007,0.007
8,500,0.054,0.212,0.209,0.211,0.211,0,0,0,0
9,0,0.053,0.071,0.373,0.371,0.373,0.001,0.006,0.006,0.006
9,500,0.046,0.214,0.211,0.21,0.211,0,0,0,0
