patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,0.003,0.002,0.002,0.002,0.002,0,0,0,0
0,500,0.002,0.002,0.002,0.002,0.002,0,0,0,0
1,0,0.084,0.026,0.038,0.039,0.039,0,0,0,0
1,500,0.037,0.039,0.027,0.026,0.027,0,0,0,0
2,0,0.039,0.038,0.039,0.039,0.039,0,0,0,0
2,500,0.039,0.039,0.027,0.027,0.027,0,0,0,0
3,0,0.04,0.039,0.039,0.039,0.038,0,0,0,0
3,500,0.038,0.038,0.027,0.027,0.027,0,0,0,0
4,0,0.036,0.039,0.038,0.038,0.038,0,0,0,0
4,500,0.039,0.04,0.027,0.027,0.027,0,0,0,0
5,0,0.04,0.04,0.038,0.038,0.038,0,0,0,0
5,500,0.04,0.042,0.026,0.027,0.027,0,0,0,0
6,0,0.041,0.04,0.038,0.038,0.039,0,0,0,0
6,500,0.04,0.04,0.027,0.027,0.027,0,0,0,0
7,0,0.039,0.041,0.038,0.038,0.038,0,0,0,0
7,500,0.04,0.04,0.027,0.027,0.027,0,0,0,0
8,0,0.039,0.039,0.038,0.038,0.038,0,0,0,0
8,500,0.038,0.041,0.027,0.027,0.027,0,0,0,0
9,0,0.039,0.037,0.038,0.039,0.038,0,0,0,0
9,500,0.039,0.041,0.027,0.027,0.027,0,0,0,0
