patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,0.003,0.002,0.049,0.068,0.936,0.001,0.05,0.1,1.236
0,500,0.002,0.32,0.319,0.348,0.926,0.001,0.05,0.1,0.736
1,0,0.094,0.078,0.664,1.3,17.241,0.001,0.05,0.1,1.134
1,500,0.062,0.965,1.556,2.166,13.325,0.001,0.05,0.1,0.805
2,0,0.247,0.175,0.806,1.461,16.361,0.001,0.05,0.1,1.106
2,500,0.18,1.018,1.62,2.238,11.307,0.001,0.05,0.1,0.664
3,0,0.22,0.28,1.019,1.715,15.464,0.001,0.05,0.1,0.888
3,500,0.162,1.256,1.852,2.481,10.66,0.001,0.05,0.1,0.514
4,0,0.066,0.108,0.721,1.429,16.712,0.001,0.05,0.1,1.136
4,500,0.062,1.06,1.716,2.38,4.218,0.001,0.05,0.093,0.093
5,0,0.069,0.094,0.738,1.436,16.905,0.001,0.05,0.1,0.839
5,500,0.064,0.969,1.559,2.177,4.313,0.001,0.05,0.1,0.181
6,0,0.156,0.206,0.97,1.744,16.636,0.001,0.05,0.1,1
6,500,0.101,1.037,1.658,2.304,4.386,0.001,0.001,0.001,0.001
7,0,0.039,0.096,0.692,1.401,16.987,0.001,0.05,0.1,1.132
7,500,0.037,1.058,1.719,2.385,4.197,0.001,0.05,0.099,0.099
8,0,0.137,0.394,1.018,1.674,2.799,0.001,0.05,0.1,0.818
8,500,0.087,1.255,1.85,2.474,3.251,0.001,0.05,0.1,0.561
9,0,0.121,0.182,1.112,1.679,3.783,0.001,0.05,0.1,1.14
9,500,0.065,1.024,1.627,2.283,4.163,0.001,0.05,0.1,0.811
