patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,0.013,0.008,0.009,0.009,0.008,0.001,0.001,0.001,0.001
0,500,0.008,0.01,0.007,0.011,0.01,0,0,0,0
1,0,0.255,0.105,0.138,0.136,0.136,0.001,0.001,0.001,0.001
1,500,0.116,0.096,0.097,0.095,0.095,0,0,0,0
2,0,0.116,0.104,0.141,0.136,0.135,0.001,0.001,0.001,0.001
2,500,0.116,0.096,0.095,0.095,0.095,0,0,0,0
3,0,0.122,0.104,0.146,0.146,0.158,0.001,0.001,0.001,0.001
3,500,0.122,0.104,0.102,0.102,0.102,0,0,0,0
4,0,0.123,0.104,0.145,0.144,0.143,0.001,0.001,0.001,0.001
4,500,0.122,0.103,0.102,0.102,0.102,0,0,0,0
5,0,0.124,0.106,0.143,0.143,0.142,0.001,0.001,0.001,0.001
5,500,0.12,0.103,0.103,0.102,0.102,0,0,0,0
6,0,0.126,0.104,0.143,0.143,0.143,0.001,0.001,0.001,0.001
6,500,0.119,0.103,0.102,0.102,0.102,0,0,0,0
7,0,0.121,0.104,0.142,0.142,0.143,0.001,0.001,0.001,0.001
7,500,0.119,0.103,0.102,0.104,0.103,0,0,0,0
8,0,0.121,0.105,0.143,0.143,0.143,0.001,0.001,0.001,0.001
8,500,0.121,0.103,0.555,0.102,0.102,0,0,0,0
9,0,0.121,0.104,0.144,0.142,0.142,0.001,0.001,0.001,0.001
9,500,0.128,0.103,0.102,0.103,0.102,0,0,0,0
